n	REAL(eigenstate[n])	IMAG(eigenstate[n])0.069572	0.057229
0.135318	0.111311
0.193622	0.159271
0.241279	0.198473
0.275668	0.226761
0.294898	0.242579
0.297910	0.245057
0.284540	0.234059
0.255523	0.210190
0.212455	0.174762
0.157703	0.129724
0.094279	0.077552
0.025670	0.021116
0.006989	0.005749
0.001903	0.001565
0.000518	0.000426
0.000141	0.000116
0.000038	0.000032
0.000010	0.000009
0.000003	0.000002
0.000001	0.000001
